categories,subcategories,items,description,notes
2,2B,2B207.b.,"Control units specially designed for any of the ""robots"" or ""end-effectors"" specified in 2B207.a.",
2,2B,2B209,"Flow forming machines, spin forming machines capable of flow forming functions, other than those specified in 2B009 or 2B109, and mandrels, as follows:",
2,2B,2B209.a.,Machines having both of the following characteristics:,
2,2B,2B209.a.1.,Three or more rollers (active or guiding); and,
2,2B,2B209.a.2.,"Which, according to the manufacturer's technical specification, can be equipped with ""numerical control"" units or a computer control;",
2,2B,2B209.b.,Rotor-forming mandrels designed to form cylindrical rotors of inside diameter between 75 mm and 400 mm.,
2,2B,2B209.b.,,"2B209.a. includes machines which have only a single roller designed to deform metal plus two auxiliary rollers which support the mandrel, but do not participate directly in the deformation process."
2,2B,2B219,"Centrifugal multiplane balancing machines, fixed or portable, horizontal or vertical, as follows:",
2,2B,2B219.a.,Centrifugal balancing machines designed for balancing flexible rotors having a length of 600 mm or more and having all of the following characteristics:,
2,2B,2B219.a.1.,Swing or journal diameter greater than 75 mm;,
2,2B,2B219.a.2.,"Mass capability of from 0,9 to 23 kg; and",
2,2B,2B219.a.3.,Capable of balancing speed of revolution greater than 5 000 r.p.m.;,
2,2B,2B219.b.,Centrifugal balancing machines designed for balancing hollow cylindrical rotor components and having all of the following characteristics:,
2,2B,2B219.b.1.,Journal diameter greater than 75 mm;,
2,2B,2B219.b.2.,"Mass capability of from 0,9 to 23 kg;",
2,2B,2B219.b.3.,A minimum achievable residual specific unbalance equal to or less than 10 g mm/kg per plane; and,
2,2B,2B219.b.4.,Belt drive type.,
2,2B,2B225,"Remote manipulators that can be used to provide remote actions in radiochemical separation operations or hot cells, having either of the following characteristics:",
2,2B,2B225.a.,"A capability of penetrating 0,6 m or more of hot cell wall (through-the-wall operation); or",
2,2B,2B225.b.,"A capability of bridging over the top of a hot cell wall with a thickness of 0,6 m or more (over-the-wall operation).",
2,2B,2B226,"Controlled atmosphere (vacuum or inert gas) induction furnaces, other than those specified in 9B001 and 3B001, and power supplies therefor, as follows:",
2,2B,2B226,,SEE ALSO 3B001 and 9B001.
2,2B,2B226.a.,Furnaces having all of the following characteristics:,
2,2B,2B226.a.1.,Capable of operation above 1 123 K (850°C);,
2,2B,2B226.a.2.,Induction coils 600 mm or less in diameter; and,
2,2B,2B226.a.3.,Designed for power inputs of 5 kW or more;,
2,2B,2B226.a.3.,,2B226.a. does not control furnaces designed for the processing of semiconductor wafers.
2,2B,2B226.b.,"Power supplies, with a specified power output of 5 kW or more, specially designed for furnaces specified in 2B226.a.",
2,2B,2B227,Vacuum or other controlled atmosphere metallurgical melting and casting furnaces and related equipment as follows:,
2,2B,2B227.a.,"Arc remelt furnaces, arc melt furnaces and arc melt and casting furnaces having both of the following characteristics:",
2,2B,2B227.a.1.,Consumable electrode capacities between 1 000 cm3 and 20 000 cm3; and,
2,2B,2B227.a.2.,Capable of operating with melting temperatures above 1 973 K (1 700oC);,
2,2B,2B227.b.,"Electron beam melting furnaces, plasma atomisation furnaces and plasma melting furnaces, having both of the following characteristics:",
2,2B,2B227.b.1.,A power of 50 kW or greater; and,
2,2B,2B227.b.2.,Capable of operating with melting temperatures above 1 473 K (1 200oC);,
2,2B,2B227.c.,Computer control and monitoring systems specially configured for any of the furnaces specified in 2B227.a. or 2B227.b.;,
2,2B,2B227.d.,Plasma torches specially designed for furnaces specified in 2B227.b. having both of the following characteristics:,
2,2B,2B227.d.1.,Operating at a power greater than 50 kW; and,
2,2B,2B227.d.2.,Capable of operating above 1 473 K (1 200oC);,
2,2B,2B227.e.,Electron beam guns specially designed for the furnaces specified in 2B227.b. operating at a power greater than 50 kW.,
2,2B,2B228,"Rotor fabrication or assembly equipment, rotor straightening equipment, bellows-forming mandrels and dies, as follows:",
2,2B,2B228.a.,"Rotor assembly equipment for assembly of gas centrifuge rotor tube sections, baffles, and end caps;",
2,2B,2B228.a.,,"2B228.a. includes precision mandrels, clamps, and shrink fit machines."
2,2B,2B228.a.,,"'In 2B228.b. such equipment normally consists of precision measuring probes linked to a computer that subsequently controls the action of, for example, pneumatic rams used for aligning the rotor tube sections.'"
2,2B,2B228.a.,,"'In 2B228.c. the bellows have all of the following characteristics:', '1.Inside diameter between 75 mm and400 mm;', '2.Length equal to or greater than 12,7 mm;', '3.Single convolution depth greater than 2 mm; and', '4.Made of high-strength aluminium alloys, maraging steel or high strength fibrous or filamentary materials.'"
2,2B,2B228.c.1.,Inside diameter between 75 mm and 400 mm;,
2,2B,2B228.c.2.,"Length equal to or greater than 12,7 mm;",
2,2B,2B228.c.3.,Single convolution depth greater than 2 mm; and,
2,2B,2B228.c.4.,"Made of high-strength aluminium alloys, maraging steel or high strength ""fibrous or filamentary materials"".",
2,2B,2B230,All types of 'pressure transducers' capable of measuring absolute pressures and having all of the following:,
2,2B,2B230.a.,"Pressure sensing elements made of or protected by aluminium, aluminium alloy, aluminium oxide (alumina or sapphire), nickel, nickel alloy with more than 60% nickel by weight, or fully fluorinated hydrocarbon polymers;",
2,2B,2B230.b.,"Seals, if any, essential for sealing the pressure sensing element, and in direct contact with the process medium, made of or protected by aluminium, aluminium alloy, aluminium oxide (alumina or sapphire), nickel, nickel alloy with more than 60% nickel by weight, or fully fluorinated hydrocarbon polymers; and",
2,2B,2B230.c.,Having either of the following characteristics:,
2,2B,2B230.c.1.,A full scale of less than 13 kPa and an 'accuracy' of better than 1% of full-scale; or,
2,2B,2B230.c.2.,A full scale of 13 kPa or greater and an 'accuracy' of better than 130 Pa when measured at 13 kPa.,
2,2B,2B231,Vacuum pumps having all of the following characteristics:,
2,2B,2B231.a.,Input throat size equal to or greater than 380 mm;,
2,2B,2B231.b.,Pumping speed equal to or greater than 15 m3/s; and,
2,2B,2B231.c.,Capable of producing an ultimate vacuum better than 13 mPa.,
2,2B,2B232,"High-velocity gun systems (propellant, gas, coil, electromagnetic, and electrothermal types, and other advanced systems) capable of accelerating projectiles to 1,5 km/s or greater.",
N,N.,N.B.,SEE ALSO MILTARY GOODS CONTROLS.,
2,2B,2B233,Bellows-sealed scroll-type compressors and bellows-sealed scroll-type vacuum pumps having all of the following:,
2,2B,2B233,,SEE ALSO 2B350.i.
2,2B,2B233.a.,Capable of an inlet volume flow rate of 50 m3/h or greater;,
2,2B,2B233.b.,Capable of a pressure ratio of 2:1 or greater; and,
2,2B,2B233.c.,Having all surfaces that come in contact with the process gas made from any of the following materials:,
2,2B,2B233.c.1.,Aluminium or aluminium alloy;,
2,2B,2B233.c.2.,Aluminium oxide;,
2,2B,2B233.c.3.,Stainless steel;,
2,2B,2B233.c.4.,Nickel or nickel alloy;,
2,2B,2B233.c.5.,Phosphor bronze; or,
2,2B,2B233.c.6.,Fluoropolymers.,
2,2B,2B350,"Chemical manufacturing facilities, equipment and components, as follows:",
2,2B,2B350.a.,"Reaction vessels or reactors, with or without agitators, with total internal (geometric) volume greater than 0,1 m3 (100 litres) and less than 20 m3 (20 000 litres), where all surfaces that come in direct contact with the chemical(s) being processed or contained are made from any of the following materials:",
2,2B,2B350.a.,,"For prefabricated repair assemblies, see 2B350.k."
2,2B,2B350.a.1.,'Alloys' with more than 25% nickel and 20% chromium by weight;,
2,2B,2B350.a.2.,Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight);,
2,2B,2B350.a.3.,Glass (including vitrified or enamelled coating or glass lining);,
2,2B,2B350.a.4.,Nickel or 'alloys' with more than 40% nickel by weight;,
2,2B,2B350.a.5.,Tantalum or tantalum 'alloys';,
2,2B,2B350.a.6.,Titanium or titanium 'alloys';,
2,2B,2B350.a.7.,Zirconium or zirconium 'alloys'; or,
2,2B,2B350.a.8.,Niobium (columbium) or niobium 'alloys';,
2,2B,2B350.b.,"Agitators designed for use in reaction vessels or reactors specified in 2B350.a.; and impellers, blades or shafts designed for such agitators, where all surfaces of the agitator that come in direct contact with the chemical(s) being processed or contained are made from any of the following materials:",
2,2B,2B350.b.1.,'Alloys' with more than 25% nickel and 20% chromium by weight;,
2,2B,2B350.b.2.,Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight);,
2,2B,2B350.b.3.,Glass (including vitrified or enamelled coatings or glass lining);,
2,2B,2B350.b.4.,Nickel or 'alloys' with more than 40% nickel by weight;,
2,2B,2B350.b.5.,Tantalum or tantalum 'alloys';,
2,2B,2B350.b.6.,Titanium or titanium 'alloys';,
2,2B,2B350.b.7.,Zirconium or zirconium 'alloys'; or,
2,2B,2B350.b.8.,Niobium (columbium) or niobium 'alloys';,
2,2B,2B350.c.,"Storage tanks, containers or receivers with a total internal (geometric) volume greater than 0,1 m3 (100 litres) where all surfaces that come in direct contact with the chemical(s) being processed or contained are made from any of the following materials:",
2,2B,2B350.c.,,"For prefabricated repair assemblies, see 2B350.k."
2,2B,2B350.c.1.,'Alloys' with more than 25% nickel and 20% chromium by weight;,
2,2B,2B350.c.2.,Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight);,
2,2B,2B350.c.3.,Glass (including vitrified or enamelled coatings or glass lining);,
2,2B,2B350.c.4.,Nickel or 'alloys' with more than 40% nickel by weight;,
2,2B,2B350.c.5.,Tantalum or tantalum 'alloys';,
2,2B,2B350.c.6.,Titanium or titanium 'alloys';,
2,2B,2B350.c.7.,Zirconium or zirconium 'alloys'; or,
2,2B,2B350.c.8.,Niobium (columbium) or niobium 'alloys';,
2,2B,2B350.d.,"Heat exchangers or condensers with a heat transfer surface area greater than 0,15 m2, and less than 20 m2; and tubes, plates, coils or blocks (cores) designed for such heat exchangers or condensers, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:",
2,2B,2B350.d.1.,'Alloys' with more than 25% nickel and 20% chromium by weight;,
2,2B,2B350.d.2.,Fluoropolymers (polymeric or elastomeric materials with more than 35% fluorine by weight);,
2,2B,2B350.d.3.,Glass (including vitrified or enamelled coatings or glass lining);,
2,2B,2B350.d.4.,Graphite or 'carbon graphite';,
2,2B,2B350.d.5.,Nickel or 'alloys' with more than 40% nickel by weight;,
2,2B,2B350.d.6.,Tantalum or tantalum 'alloys';,
2,2B,2B350.d.7.,Titanium or titanium 'alloys';,
2,2B,2B350.d.8.,Zirconium or zirconium 'alloys';,
2,2B,2B350.d.9.,Silicon carbide;,
2,2B,2B350.d.10.,Titanium carbide; or,
2,2B,2B350.d.11.,Niobium (columbium) or niobium 'alloys';,
2,2B,2B350.e.,"Distillation or absorption columns of internal diameter greater than 0,1 m; and liquid distributors, vapour distributors or liquid collectors designed for such distillation or absorption columns, where all surfaces that come in direct contact with the chemical(s) being processed are made from any of the following materials:",
